freq_hz,s0_db,s1_db,s2_db,s3_db,s4_db,s5_db,composite_db
# M0_Q0
98.74,32.41,12.63,-2.29,-5.23,-8.33,-29.29,11.95
100.07,32.41,12.63,-2.29,-5.23,-8.33,-29.29,11.95
101.42,32.41,12.63,-2.29,-5.23,-8.33,-29.29,11.95
102.79,32.41,12.63,-2.29,-5.23,-8.33,-29.29,11.95
104.18,32.40,12.63,-2.29,-5.23,-8.33,-29.29,11.95
105.59,32.40,12.63,-2.29,-5.23,-8.33,-29.29,11.94
107.01,32.40,12.63,-2.29,-5.23,-8.33,-29.29,11.94
108.46,32.40,12.63,-2.29,-5.23,-8.33,-29.29,11.94
109.92,32.39,12.63,-2.29,-5.23,-8.33,-29.29,11.94
111.41,32.39,12.63,-2.29,-5.23,-8.33,-29.29,11.94
112.91,32.39,12.63,-2.29,-5.23,-8.33,-29.29,11.93
114.44,32.39,12.63,-2.29,-5.23,-8.33,-29.29,11.93
115.98,32.38,12.63,-2.29,-5.23,-8.33,-29.29,11.93
117.55,32.38,12.63,-2.29,-5.23,-8.33,-29.29,11.92
119.14,32.38,12.63,-2.29,-5.23,-8.33,-29.29,11.92
120.75,32.38,12.63,-2.29,-5.23,-8.33,-29.29,11.92
122.38,32.37,12.63,-2.29,-5.23,-8.33,-29.29,11.92
124.03,32.37,12.63,-2.29,-5.23,-8.33,-29.29,11.91
125.71,32.37,12.63,-2.29,-5.23,-8.33,-29.29,11.91
127.41,32.37,12.63,-2.28,-5.23,-8.33,-29.29,11.91
129.13,32.36,12.63,-2.28,-5.23,-8.33,-29.29,11.90
130.87,32.36,12.63,-2.28,-5.23,-8.33,-29.29,11.90
132.64,32.36,12.63,-2.28,-5.23,-8.33,-29.29,11.90
134.43,32.35,12.63,-2.28,-5.23,-8.33,-29.29,11.89
136.25,32.35,12.63,-2.28,-5.23,-8.33,-29.30,11.89
138.09,32.35,12.63,-2.28,-5.23,-8.33,-29.30,11.89
139.95,32.34,12.63,-2.28,-5.23,-8.33,-29.30,11.88
141.84,32.34,12.63,-2.28,-5.23,-8.33,-29.30,11.88
143.76,32.33,12.64,-2.28,-5.23,-8.33,-29.30,11.87
145.70,32.33,12.64,-2.28,-5.23,-8.33,-29.30,11.87
147.67,32.33,12.64,-2.28,-5.23,-8.33,-29.30,11.87
149.66,32.32,12.64,-2.28,-5.23,-8.33,-29.30,11.86
151.69,32.32,12.64,-2.28,-5.23,-8.33,-29.30,11.86
153.73,32.31,12.64,-2.28,-5.23,-8.33,-29.30,11.85
155.81,32.31,12.64,-2.28,-5.23,-8.33,-29.30,11.85
157.92,32.30,12.64,-2.28,-5.23,-8.33,-29.30,11.84
160.05,32.30,12.64,-2.28,-5.23,-8.33,-29.30,11.84
162.21,32.29,12.64,-2.28,-5.23,-8.33,-29.30,11.83
164.40,32.29,12.64,-2.28,-5.23,-8.33,-29.30,11.83
166.62,32.28,12.64,-2.28,-5.23,-8.33,-29.30,11.82
168.87,32.28,12.64,-2.28,-5.23,-8.33,-29.30,11.82
171.16,32.27,12.64,-2.28,-5.23,-8.33,-29.30,11.81
173.47,32.27,12.64,-2.28,-5.23,-8.33,-29.31,11.81
175.81,32.26,12.64,-2.28,-5.23,-8.33,-29.31,11.80
178.19,32.26,12.64,-2.28,-5.23,-8.33,-29.31,11.79
180.59,32.25,12.64,-2.28,-5.23,-8.33,-29.31,11.79
183.03,32.24,12.64,-2.28,-5.23,-8.33,-29.31,11.78
185.50,32.24,12.64,-2.28,-5.23,-8.33,-29.31,11.77
188.01,32.23,12.64,-2.28,-5.23,-8.33,-29.31,11.77
190.55,32.22,12.64,-2.28,-5.23,-8.33,-29.31,11.76
193.12,32.22,12.64,-2.28,-5.23,-8.33,-29.31,11.75
195.73,32.21,12.64,-2.28,-5.23,-8.33,-29.31,11.74
198.38,32.20,12.65,-2.28,-5.23,-8.33,-29.31,11.74
201.06,32.20,12.65,-2.28,-5.23,-8.33,-29.31,11.73
203.77,32.19,12.65,-2.28,-5.23,-8.33,-29.32,11.72
206.52,32.18,12.65,-2.28,-5.23,-8.33,-29.32,11.71
209.31,32.17,12.65,-2.28,-5.23,-8.33,-29.32,11.70
212.14,32.16,12.65,-2.28,-5.23,-8.33,-29.32,11.70
215.01,32.15,12.65,-2.28,-5.23,-8.33,-29.32,11.69
217.91,32.15,12.65,-2.28,-5.23,-8.33,-29.32,11.68
220.86,32.14,12.65,-2.28,-5.23,-8.33,-29.32,11.67
223.84,32.13,12.65,-2.28,-5.23,-8.33,-29.32,11.66
226.86,32.12,12.65,-2.28,-5.23,-8.33,-29.32,11.65
229.93,32.11,12.65,-2.28,-5.23,-8.33,-29.33,11.64
233.03,32.10,12.65,-2.28,-5.23,-8.33,-29.33,11.63
236.18,32.09,12.65,-2.28,-5.23,-8.33,-29.33,11.62
239.37,32.08,12.65,-2.28,-5.23,-8.33,-29.33,11.61
242.60,32.07,12.66,-2.28,-5.23,-8.33,-29.33,11.60
245.88,32.06,12.66,-2.28,-5.23,-8.33,-29.33,11.58
249.20,32.04,12.66,-2.28,-5.23,-8.33,-29.33,11.57
252.57,32.03,12.66,-2.28,-5.23,-8.33,-29.34,11.56
255.98,32.02,12.66,-2.28,-5.23,-8.33,-29.34,11.55
259.44,32.01,12.66,-2.28,-5.23,-8.33,-29.34,11.53
262.94,32.00,12.66,-2.28,-5.23,-8.33,-29.34,11.52
266.49,31.98,12.66,-2.28,-5.23,-8.33,-29.34,11.51
270.09,31.97,12.66,-2.28,-5.23,-8.33,-29.34,11.49
273.74,31.96,12.66,-2.28,-5.23,-8.33,-29.35,11.48
277.44,31.94,12.67,-2.28,-5.23,-8.33,-29.35,11.46
281.19,31.93,12.67,-2.28,-5.23,-8.33,-29.35,11.45
284.99,31.91,12.67,-2.28,-5.23,-8.33,-29.35,11.43
288.84,31.90,12.67,-2.28,-5.23,-8.33,-29.35,11.42
292.74,31.88,12.67,-2.28,-5.23,-8.33,-29.36,11.40
296.69,31.87,12.67,-2.28,-5.23,-8.33,-29.36,11.39
300.70,31.85,12.67,-2.28,-5.23,-8.33,-29.36,11.37
304.76,31.83,12.67,-2.28,-5.23,-8.33,-29.36,11.35
308.88,31.82,12.68,-2.28,-5.23,-8.33,-29.36,11.33
313.05,31.80,12.68,-2.28,-5.23,-8.33,-29.37,11.31
317.28,31.78,12.68,-2.28,-5.23,-8.33,-29.37,11.30
321.57,31.76,12.68,-2.28,-5.23,-8.33,-29.37,11.28
325.91,31.74,12.68,-2.28,-5.23,-8.33,-29.37,11.26
330.31,31.72,12.68,-2.28,-5.23,-8.33,-29.38,11.24
334.77,31.70,12.68,-2.28,-5.23,-8.33,-29.38,11.21
339.30,31.68,12.69,-2.28,-5.23,-8.33,-29.38,11.19
343.88,31.66,12.69,-2.28,-5.23,-8.33,-29.39,11.17
348.52,31.64,12.69,-2.28,-5.23,-8.33,-29.39,11.15
353.23,31.62,12.69,-2.28,-5.23,-8.33,-29.39,11.12
358.00,31.59,12.69,-2.28,-5.23,-8.33,-29.39,11.10
362.84,31.57,12.70,-2.28,-5.23,-8.33,-29.40,11.08
367.74,31.55,12.70,-2.28,-5.23,-8.33,-29.40,11.05
372.71,31.52,12.70,-2.28,-5.22,-8.33,-29.40,11.03
377.74,31.50,12.70,-2.28,-5.22,-8.33,-29.41,11.00
382.85,31.47,12.70,-2.28,-5.22,-8.33,-29.41,10.97
388.02,31.44,12.71,-2.28,-5.22,-8.33,-29.41,10.94
393.26,31.42,12.71,-2.28,-5.22,-8.33,-29.42,10.92
398.57,31.39,12.71,-2.28,-5.22,-8.33,-29.42,10.89
403.96,31.36,12.71,-2.28,-5.22,-8.33,-29.43,10.86
409.41,31.33,12.72,-2.28,-5.22,-8.33,-29.43,10.83
414.94,31.30,12.72,-2.28,-5.22,-8.33,-29.43,10.79
420.55,31.27,12.72,-2.28,-5.22,-8.33,-29.44,10.76
426.23,31.24,12.72,-2.28,-5.22,-8.33,-29.44,10.73
431.99,31.21,12.73,-2.28,-5.22,-8.33,-29.45,10.70
437.82,31.17,12.73,-2.28,-5.22,-8.33,-29.45,10.66
443.74,31.14,12.73,-2.28,-5.22,-8.33,-29.46,10.63
449.73,31.10,12.73,-2.28,-5.22,-8.33,-29.46,10.59
455.80,31.07,12.74,-2.28,-5.22,-8.33,-29.47,10.55
461.96,31.03,12.74,-2.28,-5.22,-8.33,-29.47,10.51
468.20,30.99,12.74,-2.28,-5.22,-8.33,-29.48,10.47
474.53,30.96,12.75,-2.28,-5.22,-8.33,-29.48,10.43
480.94,30.92,12.75,-2.28,-5.22,-8.33,-29.49,10.39
487.43,30.88,12.75,-2.28,-5.22,-8.33,-29.49,10.35
494.02,30.84,12.76,-2.28,-5.22,-8.33,-29.50,10.31
500.69,30.79,12.76,-2.28,-5.22,-8.33,-29.51,10.26
507.45,30.75,12.77,-2.28,-5.22,-8.33,-29.51,10.22
514.31,30.71,12.77,-2.28,-5.22,-8.32,-29.52,10.17
521.26,30.66,12.77,-2.28,-5.22,-8.32,-29.53,10.13
528.30,30.62,12.78,-2.28,-5.22,-8.32,-29.53,10.08
535.43,30.57,12.78,-2.28,-5.22,-8.32,-29.54,10.03
542.67,30.52,12.79,-2.28,-5.22,-8.32,-29.55,9.98
550.00,30.47,12.79,-2.27,-5.22,-8.32,-29.56,9.92
557.43,30.42,12.79,-2.27,-5.22,-8.32,-29.56,9.87
564.96,30.37,12.80,-2.27,-5.22,-8.32,-29.57,9.82
572.59,30.32,12.80,-2.27,-5.22,-8.32,-29.58,9.76
580.32,30.26,12.81,-2.27,-5.22,-8.32,-29.59,9.70
588.16,30.21,12.81,-2.27,-5.22,-8.32,-29.60,9.65
596.11,30.15,12.82,-2.27,-5.22,-8.32,-29.60,9.59
604.16,30.09,12.82,-2.27,-5.22,-8.32,-29.61,9.53
612.32,30.03,12.83,-2.27,-5.22,-8.32,-29.62,9.46
620.59,29.97,12.84,-2.27,-5.22,-8.32,-29.63,9.40
628.97,29.91,12.84,-2.27,-5.22,-8.32,-29.64,9.33
637.47,29.85,12.85,-2.27,-5.22,-8.32,-29.65,9.27
646.08,29.78,12.85,-2.27,-5.22,-8.32,-29.66,9.20
654.81,29.72,12.86,-2.27,-5.22,-8.32,-29.67,9.13
663.65,29.65,12.87,-2.27,-5.22,-8.32,-29.68,9.06
672.62,29.58,12.87,-2.27,-5.22,-8.32,-29.70,8.99
681.70,29.51,12.88,-2.27,-5.22,-8.32,-29.71,8.91
690.91,29.44,12.89,-2.27,-5.22,-8.32,-29.72,8.84
700.25,29.37,12.90,-2.27,-5.22,-8.32,-29.73,8.76
709.71,29.29,12.90,-2.27,-5.22,-8.32,-29.74,8.68
719.29,29.22,12.91,-2.27,-5.22,-8.32,-29.76,8.60
729.01,29.14,12.92,-2.27,-5.22,-8.32,-29.77,8.52
738.86,29.06,12.93,-2.27,-5.22,-8.32,-29.78,8.44
748.84,28.98,12.93,-2.27,-5.22,-8.32,-29.80,8.35
758.95,28.90,12.94,-2.27,-5.22,-8.32,-29.81,8.26
769.20,28.81,12.95,-2.26,-5.22,-8.32,-29.83,8.17
779.59,28.73,12.96,-2.26,-5.22,-8.32,-29.84,8.08
790.13,28.64,12.97,-2.26,-5.22,-8.32,-29.86,7.99
800.80,28.55,12.98,-2.26,-5.22,-8.32,-29.88,7.90
811.62,28.46,12.99,-2.26,-5.22,-8.32,-29.89,7.80
822.58,28.37,13.00,-2.26,-5.22,-8.32,-29.91,7.70
833.69,28.28,13.01,-2.26,-5.22,-8.32,-29.93,7.60
844.95,28.18,13.02,-2.26,-5.22,-8.32,-29.95,7.50
856.37,28.09,13.03,-2.26,-5.22,-8.32,-29.97,7.40
867.93,27.99,13.04,-2.26,-5.22,-8.32,-29.99,7.29
879.66,27.89,13.06,-2.26,-5.22,-8.32,-30.01,7.18
891.54,27.79,13.07,-2.26,-5.22,-8.32,-30.03,7.07
903.58,27.68,13.08,-2.26,-5.22,-8.32,-30.05,6.96
915.79,27.58,13.09,-2.26,-5.22,-8.32,-30.07,6.85
928.16,27.47,13.11,-2.25,-5.22,-8.32,-30.09,6.73
940.70,27.36,13.12,-2.25,-5.22,-8.32,-30.12,6.62
953.40,27.25,13.13,-2.25,-5.22,-8.32,-30.14,6.50
966.28,27.14,13.15,-2.25,-5.22,-8.32,-30.16,6.38
979.34,27.02,13.16,-2.25,-5.22,-8.32,-30.19,6.25
992.57,26.91,13.18,-2.25,-5.22,-8.32,-30.22,6.13
1005.97,26.79,13.19,-2.25,-5.22,-8.32,-30.24,6.00
1019.56,26.67,13.21,-2.25,-5.21,-8.32,-30.27,5.87
1033.33,26.55,13.23,-2.25,-5.21,-8.32,-30.30,5.74
1047.29,26.42,13.24,-2.25,-5.21,-8.32,-30.33,5.60
1061.44,26.30,13.26,-2.25,-5.21,-8.32,-30.36,5.47
1075.78,26.17,13.28,-2.24,-5.21,-8.31,-30.39,5.33
1090.31,26.05,13.30,-2.24,-5.21,-8.31,-30.43,5.19
1105.04,25.91,13.32,-2.24,-5.21,-8.31,-30.46,5.05
1119.96,25.78,13.34,-2.24,-5.21,-8.31,-30.49,4.90
1135.09,25.65,13.36,-2.24,-5.21,-8.31,-30.53,4.75
1150.43,25.51,13.38,-2.24,-5.21,-8.31,-30.57,4.61
1165.97,25.38,13.40,-2.24,-5.21,-8.31,-30.60,4.45
1181.72,25.24,13.42,-2.24,-5.21,-8.31,-30.64,4.30
1197.68,25.10,13.45,-2.23,-5.21,-8.31,-30.68,4.14
1213.86,24.95,13.47,-2.23,-5.21,-8.31,-30.73,3.98
1230.25,24.81,13.49,-2.23,-5.21,-8.31,-30.77,3.82
1246.87,24.66,13.52,-2.23,-5.21,-8.31,-30.81,3.66
1263.72,24.52,13.54,-2.23,-5.21,-8.31,-30.86,3.50
1280.79,24.37,13.57,-2.23,-5.21,-8.31,-30.91,3.33
1298.09,24.22,13.60,-2.22,-5.21,-8.31,-30.96,3.16
1315.62,24.06,13.63,-2.22,-5.21,-8.31,-31.01,2.99
1333.39,23.91,13.66,-2.22,-5.21,-8.31,-31.06,2.81
1351.41,23.75,13.69,-2.22,-5.21,-8.31,-31.11,2.63
1369.66,23.60,13.72,-2.22,-5.21,-8.31,-31.17,2.45
1388.16,23.44,13.75,-2.22,-5.21,-8.31,-31.23,2.27
1406.91,23.28,13.78,-2.21,-5.20,-8.31,-31.29,2.09
1425.92,23.11,13.82,-2.21,-5.20,-8.31,-31.35,1.90
1445.18,22.95,13.85,-2.21,-5.20,-8.30,-31.42,1.71
1464.70,22.78,13.89,-2.21,-5.20,-8.30,-31.48,1.51
1484.49,22.62,13.92,-2.21,-5.20,-8.30,-31.55,1.32
1504.54,22.45,13.96,-2.20,-5.20,-8.30,-31.62,1.12
1524.86,22.28,14.00,-2.20,-5.20,-8.30,-31.70,0.92
1545.46,22.11,14.04,-2.20,-5.20,-8.30,-31.78,0.71
1566.34,21.93,14.09,-2.20,-5.20,-8.30,-31.86,0.51
1587.50,21.76,14.13,-2.19,-5.20,-8.30,-31.94,0.30
1608.94,21.58,14.17,-2.19,-5.20,-8.30,-32.03,0.08
1630.67,21.40,14.22,-2.19,-5.20,-8.30,-32.12,-0.13
1652.70,21.23,14.27,-2.19,-5.20,-8.30,-32.21,-0.35
1675.03,21.05,14.32,-2.18,-5.20,-8.30,-32.30,-0.57
1697.65,20.86,14.37,-2.18,-5.19,-8.30,-32.41,-0.80
1720.59,20.68,14.42,-2.18,-5.19,-8.29,-32.51,-1.03
1743.83,20.50,14.48,-2.18,-5.19,-8.29,-32.62,-1.26
1767.38,20.31,14.54,-2.17,-5.19,-8.29,-32.73,-1.50
1791.26,20.12,14.59,-2.17,-5.19,-8.29,-32.85,-1.74
1815.45,19.93,14.65,-2.17,-5.19,-8.29,-32.97,-1.99
1839.98,19.74,14.72,-2.16,-5.19,-8.29,-33.10,-2.24
1864.83,19.55,14.78,-2.16,-5.19,-8.29,-33.23,-2.49
1890.02,19.36,14.85,-2.16,-5.19,-8.29,-33.37,-2.75
1915.55,19.17,14.92,-2.15,-5.19,-8.29,-33.52,-3.02
1941.43,18.97,14.99,-2.15,-5.18,-8.29,-33.67,-3.29
1967.65,18.77,15.07,-2.14,-5.18,-8.28,-33.83,-3.56
1994.23,18.58,15.14,-2.14,-5.18,-8.28,-34.00,-3.84
2021.17,18.38,15.23,-2.14,-5.18,-8.28,-34.18,-4.13
2048.47,18.18,15.31,-2.13,-5.18,-8.28,-34.36,-4.43
2076.15,17.98,15.39,-2.13,-5.18,-8.28,-34.56,-4.73
2104.19,17.77,15.48,-2.12,-5.18,-8.28,-34.76,-5.04
2132.61,17.57,15.58,-2.12,-5.18,-8.28,-34.97,-5.36
2161.42,17.36,15.67,-2.11,-5.17,-8.27,-35.20,-5.68
2190.62,17.16,15.77,-2.11,-5.17,-8.27,-35.44,-6.02
2220.21,16.95,15.88,-2.10,-5.17,-8.27,-35.69,-6.37
2250.20,16.74,15.99,-2.10,-5.17,-8.27,-35.96,-6.73
2280.60,16.53,16.10,-2.09,-5.17,-8.27,-36.25,-7.10
2311.40,16.32,16.22,-2.09,-5.17,-8.27,-36.55,-7.49
2342.63,16.11,16.34,-2.08,-5.16,-8.27,-36.88,-7.90
2374.27,15.90,16.47,-2.08,-5.16,-8.26,-37.22,-8.32
2406.34,15.69,16.60,-2.07,-5.16,-8.26,-37.59,-8.76
2438.85,15.47,16.74,-2.06,-5.16,-8.26,-37.99,-9.23
2471.79,15.25,16.88,-2.06,-5.16,-8.26,-38.43,-9.72
2505.18,15.04,17.03,-2.05,-5.15,-8.26,-38.89,-10.25
2539.02,14.82,17.18,-2.05,-5.15,-8.25,-39.40,-10.81
2573.32,14.60,17.35,-2.04,-5.15,-8.25,-39.96,-11.41
2608.08,14.38,17.52,-2.03,-5.15,-8.25,-40.57,-12.06
2643.31,14.16,17.69,-2.02,-5.15,-8.25,-41.25,-12.77
2679.02,13.94,17.88,-2.02,-5.14,-8.25,-42.00,-13.55
2715.21,13.71,18.07,-2.01,-5.14,-8.24,-42.86,-14.43
2751.88,13.49,18.28,-2.00,-5.14,-8.24,-43.84,-15.42
2789.06,13.26,18.49,-1.99,-5.14,-8.24,-44.98,-16.56
2826.73,13.04,18.71,-1.98,-5.13,-8.24,-46.33,-17.90
2864.91,12.81,18.94,-1.98,-5.13,-8.23,-47.98,-19.53
2903.61,12.58,19.18,-1.97,-5.13,-8.23,-50.10,-21.62
2942.84,12.35,19.43,-1.96,-5.13,-8.23,-52.99,-24.48
2982.59,12.12,19.70,-1.95,-5.12,-8.22,-57.53,-28.97
3022.88,11.89,19.97,-1.94,-5.12,-8.22,-68.20,-39.58
3063.71,11.65,20.26,-1.93,-5.12,-8.22,-64.75,-36.06
3105.10,11.42,20.56,-1.92,-5.11,-8.22,-56.05,-27.28
3147.04,11.18,20.87,-1.91,-5.11,-8.21,-51.70,-22.83
3189.55,10.95,21.18,-1.90,-5.11,-8.21,-48.73,-19.77
3232.64,10.71,21.51,-1.88,-5.10,-8.21,-46.47,-17.40
3276.30,10.47,21.84,-1.87,-5.10,-8.20,-44.63,-15.45
3320.56,10.23,22.18,-1.86,-5.10,-8.20,-43.07,-13.77
3365.42,9.99,22.51,-1.85,-5.09,-8.19,-41.71,-12.30
3410.88,9.75,22.83,-1.83,-5.09,-8.19,-40.50,-10.99
3456.95,9.51,23.14,-1.82,-5.09,-8.19,-39.41,-9.82
3503.65,9.26,23.41,-1.81,-5.08,-8.18,-38.41,-8.77
3550.98,9.02,23.65,-1.79,-5.08,-8.18,-37.49,-7.83
3598.94,8.77,23.82,-1.78,-5.07,-8.17,-36.63,-7.02
3647.56,8.52,23.93,-1.76,-5.07,-8.17,-35.83,-6.34
3696.83,8.27,23.95,-1.75,-5.06,-8.17,-35.08,-5.79
3746.77,8.02,23.87,-1.73,-5.06,-8.16,-34.36,-5.38
3797.38,7.77,23.69,-1.71,-5.05,-8.16,-33.68,-5.10
3848.67,7.52,23.42,-1.70,-5.05,-8.15,-33.03,-4.94
3900.66,7.26,23.06,-1.68,-5.04,-8.15,-32.40,-4.91
3953.35,7.01,22.62,-1.66,-5.04,-8.14,-31.80,-4.97
4006.76,6.75,22.12,-1.64,-5.03,-8.13,-31.22,-5.12
4060.88,6.49,21.58,-1.62,-5.03,-8.13,-30.67,-5.33
4115.73,6.23,21.00,-1.60,-5.02,-8.12,-30.12,-5.59
4171.33,5.97,20.40,-1.58,-5.02,-8.12,-29.60,-5.89
4227.68,5.71,19.79,-1.55,-5.01,-8.11,-29.09,-6.22
4284.79,5.44,19.18,-1.53,-5.00,-8.10,-28.59,-6.56
4342.67,5.18,18.57,-1.51,-5.00,-8.10,-28.11,-6.92
4401.33,4.91,17.96,-1.48,-4.99,-8.09,-27.63,-7.28
4460.78,4.64,17.36,-1.46,-4.98,-8.08,-27.17,-7.65
4521.04,4.37,16.77,-1.43,-4.97,-8.08,-26.71,-8.01
4582.11,4.10,16.19,-1.40,-4.97,-8.07,-26.27,-8.38
4644.00,3.82,15.62,-1.38,-4.96,-8.06,-25.83,-8.74
4706.74,3.55,15.06,-1.35,-4.95,-8.05,-25.40,-9.10
4770.32,3.27,14.51,-1.32,-4.94,-8.04,-24.97,-9.46
4834.75,2.99,13.97,-1.28,-4.93,-8.04,-24.56,-9.81
4900.06,2.71,13.44,-1.25,-4.92,-8.03,-24.15,-10.16
4966.25,2.42,12.92,-1.22,-4.91,-8.02,-23.74,-10.50
5033.34,2.13,12.41,-1.18,-4.90,-8.01,-23.34,-10.84
5101.33,1.85,11.91,-1.14,-4.89,-8.00,-22.94,-11.18
5170.24,1.55,11.42,-1.11,-4.88,-7.99,-22.55,-11.51
5240.08,1.26,10.93,-1.06,-4.87,-7.98,-22.16,-11.84
5310.86,0.96,10.46,-1.02,-4.86,-7.96,-21.78,-12.17
5382.60,0.66,9.98,-0.98,-4.85,-7.95,-21.40,-12.49
5455.31,0.36,9.52,-0.93,-4.84,-7.94,-21.02,-12.81
5529.00,0.06,9.06,-0.89,-4.83,-7.93,-20.65,-13.13
5603.69,-0.25,8.61,-0.84,-4.81,-7.92,-20.28,-13.44
5679.38,-0.56,8.16,-0.79,-4.80,-7.90,-19.91,-13.75
5756.10,-0.87,7.72,-0.73,-4.78,-7.89,-19.54,-14.06
5833.86,-1.19,7.28,-0.68,-4.77,-7.88,-19.18,-14.37
5912.66,-1.51,6.84,-0.62,-4.75,-7.86,-18.81,-14.67
5992.53,-1.83,6.41,-0.56,-4.74,-7.85,-18.45,-14.98
6073.48,-2.16,5.98,-0.49,-4.72,-7.83,-18.09,-15.28
6155.52,-2.49,5.56,-0.43,-4.71,-7.81,-17.73,-15.57
6238.67,-2.83,5.13,-0.35,-4.69,-7.80,-17.38,-15.87
6322.94,-3.17,4.71,-0.28,-4.67,-7.78,-17.02,-16.17
6408.35,-3.51,4.29,-0.20,-4.65,-7.76,-16.67,-16.46
6494.92,-3.86,3.87,-0.12,-4.63,-7.74,-16.31,-16.75
6582.65,-4.22,3.46,-0.04,-4.61,-7.72,-15.96,-17.04
6671.57,-4.58,3.04,0.05,-4.59,-7.70,-15.60,-17.33
6761.69,-4.94,2.63,0.15,-4.57,-7.68,-15.25,-17.61
6853.03,-5.31,2.21,0.25,-4.54,-7.65,-14.89,-17.90
6945.60,-5.69,1.80,0.35,-4.52,-7.63,-14.54,-18.18
7039.43,-6.07,1.38,0.47,-4.49,-7.60,-14.19,-18.46
7134.52,-6.46,0.97,0.58,-4.46,-7.58,-13.83,-18.74
7230.89,-6.86,0.55,0.71,-4.44,-7.55,-13.47,-19.02
7328.57,-7.26,0.13,0.84,-4.41,-7.52,-13.12,-19.29
7427.56,-7.67,-0.28,0.98,-4.38,-7.49,-12.76,-19.57
7527.89,-8.09,-0.70,1.13,-4.34,-7.46,-12.40,-19.84
7629.58,-8.52,-1.13,1.29,-4.31,-7.43,-12.04,-20.10
7732.64,-8.96,-1.55,1.46,-4.27,-7.40,-11.68,-20.37
7837.10,-9.41,-1.98,1.64,-4.24,-7.36,-11.32,-20.63
7942.96,-9.87,-2.41,1.83,-4.20,-7.32,-10.95,-20.88
8050.26,-10.35,-2.84,2.04,-4.15,-7.29,-10.59,-21.14
8159.00,-10.83,-3.28,2.26,-4.11,-7.24,-10.22,-21.38
8269.21,-11.33,-3.72,2.50,-4.06,-7.20,-9.85,-21.62
8380.92,-11.84,-4.17,2.76,-4.02,-7.16,-9.47,-21.86
8494.13,-12.37,-4.62,3.04,-3.96,-7.11,-9.10,-22.09
8608.87,-12.92,-5.08,3.34,-3.91,-7.06,-8.72,-22.30
8725.16,-13.48,-5.54,3.66,-3.85,-7.00,-8.34,-22.51
8843.02,-14.06,-6.01,4.01,-3.79,-6.95,-7.95,-22.71
8962.47,-14.66,-6.49,4.39,-3.73,-6.89,-7.56,-22.90
9083.54,-15.28,-6.98,4.79,-3.66,-6.83,-7.17,-23.08
9206.24,-15.93,-7.47,5.23,-3.59,-6.76,-6.77,-23.25
9330.60,-16.60,-7.98,5.70,-3.51,-6.69,-6.37,-23.40
9456.64,-17.30,-8.49,6.19,-3.42,-6.61,-5.96,-23.56
9584.38,-18.02,-9.02,6.69,-3.33,-6.53,-5.55,-23.72
9713.85,-18.76,-9.56,7.19,-3.24,-6.45,-5.13,-23.91
9845.06,-19.53,-10.11,7.64,-3.14,-6.36,-4.71,-24.17
9978.05,-20.32,-10.68,7.99,-3.03,-6.26,-4.28,-24.54
10112.84,-21.11,-11.27,8.16,-2.91,-6.16,-3.84,-25.09
10249.44,-21.91,-11.87,8.07,-2.78,-6.05,-3.40,-25.89
10387.89,-22.67,-12.50,7.67,-2.64,-5.93,-2.95,-26.97
10528.21,-23.38,-13.14,6.97,-2.49,-5.80,-2.49,-28.29
10670.43,-23.99,-13.82,6.01,-2.32,-5.66,-2.02,-29.76
10814.57,-24.45,-14.52,4.88,-2.15,-5.51,-1.54,-31.25
10960.65,-24.74,-15.26,3.65,-1.95,-5.35,-1.06,-32.66
11108.71,-24.82,-16.04,2.37,-1.73,-5.18,-0.56,-33.91
11258.77,-24.71,-16.86,1.07,-1.49,-4.99,-0.05,-34.98
11410.85,-24.43,-17.73,-0.23,-1.23,-4.78,0.47,-35.87
11564.99,-24.03,-18.66,-1.52,-0.93,-4.55,1.01,-36.64
11721.22,-23.55,-19.66,-2.82,-0.60,-4.30,1.56,-37.32
11879.55,-23.03,-20.75,-4.11,-0.23,-4.02,2.12,-37.97
12040.02,-22.49,-21.94,-5.41,0.19,-3.71,2.71,-38.62
12202.66,-21.96,-23.27,-6.72,0.67,-3.37,3.31,-39.31
12367.49,-21.44,-24.78,-8.06,1.21,-2.99,3.93,-40.09
12534.56,-20.94,-26.53,-9.43,1.82,-2.56,4.57,-41.04
12703.87,-20.47,-28.63,-10.86,2.52,-2.08,5.24,-42.24
12875.48,-20.02,-31.27,-12.36,3.29,-1.53,5.93,-43.92
13049.40,-19.60,-34.85,-13.96,4.09,-0.90,6.65,-46.53
13225.68,-19.20,-40.44,-15.69,4.82,-0.19,7.40,-51.26
13404.33,-18.83,-47.79,-17.61,5.24,0.63,8.19,-58.14
13585.40,-18.48,-40.57,-19.80,4.99,1.56,9.02,-51.25
13768.91,-18.16,-35.43,-22.37,3.89,2.58,9.88,-47.56
13954.91,-17.85,-32.24,-25.53,2.13,3.63,10.79,-47.02
14143.41,-17.56,-29.98,-29.55,0.03,4.52,11.75,-48.74
14334.46,-17.29,-28.25,-33.69,-2.18,4.88,12.76,-51.73
14528.09,-17.04,-26.87,-32.81,-4.40,4.38,13.82,-50.88
14724.34,-16.80,-25.72,-29.15,-6.62,3.08,14.92,-48.26
14923.24,-16.58,-24.75,-26.28,-8.85,1.36,16.05,-47.02
15124.83,-16.38,-23.92,-24.17,-11.13,-0.44,17.16,-46.83
