_source,"# RAW ARMAdillo bytes, 4-byte stage blueprint. DECODE TO Hz/radius UNVERIFIED (golden test failed).",F1_low_Hz,F2_high_Hz,F3_Hz,F4_Hz,air,air_db,air_delta_db,bite,bite_db,bite_delta_db,block,body,body_db,body_delta_db,body_path,boost,bucket,coef_max_abs,coef_rms,composite_db,contrast,corner,corner_BL_F1,corner_BL_F2,corner_BR_F1,corner_BR_F2,corner_TL_F1,corner_TL_F2,corner_TR_F1,corner_TR_F2,corner_peak_db,curve,da1,dc4,dfreq_hz,dr,dry,dtheta_deg,dtheta_rad,evaluated_points,file,float_agc_boost,freq_hz,gain_b0,gd_max_abs_samples,gd_rms_samples,ipa,kind,low,low_db,low_delta_db,low_minus_bite,low_minus_body,mag_max_abs_db,mag_rms_db,max_coeff_err,max_pole_angle_err_deg,max_pole_angle_err_rad,max_pole_radius,max_q,max_r,mean_delta_db,method,mode,morph,name,notes,null_float_vs_packed_roundtrip_db,null_vs_oracle_db,packed_agc_boost,parallel,peak,peak_db,phoneme,point_index,point_name,pole_bw_hz,pole_freq_hz,pole_hz,pole_kind,pole_r,preset,q,radius,rank,rms_delta_db,row,s0_db,s1_db,s2_db,s3_db,s4_db,s5_db,shape_rms_delta_db,source,source_file,stable,stable_points,stage,voice,wav,word_example,x3,zero_hz,zero_kind,zero_r
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.947390818782705,,,,chebyshev_d4,,,,,,,,,,,,194,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9966695185484631,,,,chebyshev_d4,,,,,,,,,,,,194,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9844548226274326,,,,chebyshev_d4,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9944965513622269,,,,chebyshev_d4,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9907013804962519,,,,chebyshev_d4,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9939933850192509,,,,chebyshev_d4,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9512938555023469,,,,chebyshev_d4,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9969609367435863,,,,chebyshev_d4,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9876317531578738,,,,chebyshev_d4,,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9953461996696688,,,,chebyshev_d4,,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9923926696886121,,,,chebyshev_d4,,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9948840404723255,,,,chebyshev_d4,,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9551369466719186,,,,chebyshev_d4,,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9972366945044069,,,,chebyshev_d4,,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9901772845677891,,,,chebyshev_d4,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9960572208966749,,,,chebyshev_d4,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9937706740320981,,,,chebyshev_d4,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9956367953011033,,,,chebyshev_d4,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9588138287149061,,,,chebyshev_d4,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.997493698361748,,,,chebyshev_d4,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9922004463373957,,,,chebyshev_d4,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9966543353867068,,,,chebyshev_d4,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9948915584497502,,,,chebyshev_d4,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9962741405990768,,,,chebyshev_d4,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9622447086378062,,,,chebyshev_d4,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9977298442465785,,,,chebyshev_d4,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9937976455820873,,,,chebyshev_d4,,,,,,,,,,,,199,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9971587327091428,,,,chebyshev_d4,,,,,,,,,,,,199,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9958041752586333,,,,chebyshev_d4,,,,,,,,,,,,199,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9968156803932017,,,,chebyshev_d4,,,,,,,,,,,,199,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9653756005134114,,,,chebyshev_d4,,,,,,,,,,,,199,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9979440158088382,,,,chebyshev_d4,,,,,,,,,,,,199,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9950532608898736,,,,chebyshev_d4,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9975881045454167,,,,chebyshev_d4,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9965502211568368,,,,chebyshev_d4,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9972781619128933,,,,chebyshev_d4,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9681777231973997,,,,chebyshev_d4,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9981360830150273,,,,chebyshev_d4,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9960400689679189,,,,chebyshev_d4,,,,,,,,,,,,201,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.997956668707384,,,,chebyshev_d4,,,,,,,,,,,,201,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9971643498339647,,,,chebyshev_d4,,,,,,,,,,,,201,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9976754982597051,,,,chebyshev_d4,,,,,,,,,,,,201,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9706470043480476,,,,chebyshev_d4,,,,,,,,,,,,201,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9983069010621479,,,,chebyshev_d4,,,,,,,,,,,,201,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9968195447676492,,,,chebyshev_d4,,,,,,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998275186528436,,,,chebyshev_d4,,,,,,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9976742513667398,,,,chebyshev_d4,,,,,,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9980187852230483,,,,chebyshev_d4,,,,,,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9728037112316841,,,,chebyshev_d4,,,,,,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9984583096115337,,,,chebyshev_d4,,,,,,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9974420676024659,,,,chebyshev_d4,,,,,,,,,,,,203,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9985509754020042,,,,chebyshev_d4,,,,,,,,,,,,203,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9981007073649065,,,,chebyshev_d4,,,,,,,,,,,,203,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9983163136672407,,,,chebyshev_d4,,,,,,,,,,,,203,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9746922069851686,,,,chebyshev_d4,,,,,,,,,,,,203,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9985931323122954,,,,chebyshev_d4,,,,,,,,,,,,203,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9979470592322959,,,,chebyshev_d4,,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987879177976389,,,,chebyshev_d4,,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9984576288614101,,,,chebyshev_d4,,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998573578612674,,,,chebyshev_d4,,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9763808109611879,,,,chebyshev_d4,,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987151765503772,,,,chebyshev_d4,,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9983630743814815,,,,chebyshev_d4,,,,,,,,,,,,205,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989864676543108,,,,chebyshev_d4,,,,,,,,,,,,205,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998752082113022,,,,chebyshev_d4,,,,,,,,,,,,205,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987932858432857,,,,chebyshev_d4,,,,,,,,,,,,205,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9779617225627167,,,,chebyshev_d4,,,,,,,,,,,,205,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9988292333255392,,,,chebyshev_d4,,,,,,,,,,,,205,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987078592886205,,,,chebyshev_d4,,,,,,,,,,,,206,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9991436546289577,,,,chebyshev_d4,,,,,,,,,,,,206,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989843057386487,,,,chebyshev_d4,,,,,,,,,,,,206,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989753565897919,,,,chebyshev_d4,,,,,,,,,,,,206,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9795509489313164,,,,chebyshev_d4,,,,,,,,,,,,206,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989410771248887,,,,chebyshev_d4,,,,,,,,,,,,206,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989883894015532,,,,chebyshev_d4,,,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999253086262199,,,,chebyshev_d4,,,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9991477209370614,,,,chebyshev_d4,,,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9991169305605836,,,,chebyshev_d4,,,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9812881578380377,,,,chebyshev_d4,,,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990574656278495,,,,chebyshev_d4,,,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9689613968328709,,,,chebyshev_d4,,,,,,,,,,,,208,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153543\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9913736205217906,,,,chebyshev_d4,,,,,,,,,,,,208,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
